Name,ID,Day,Time,Time Offset,TimeOffset.mmss,GMT,Tag.Time,Snap,Follow.Time,Tdiff,Distance.RF,Distance.V,Bearing.Goni,Bearing.HH,TagClear,TCL,TCC,TCR,Behav,WPT,Comments,Count,Satellites,Bad Sats,Good.Sats,Residual,Time Error,Latitude,Longitude,LocNumber,Failures,Hauled Out,InitLat,InitLon,InitTime,InitType,Height,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
179063,F266,24-Jun-19,0:00:03,-97,,,,,,,,,,,,,,,,,,1,5,1,4,0.2,-1.5,27.3339,-82.5835,,,0,27.3976,-82.6746,6/23/2019 13:37,NK,,,,,15,5,6458,,,43,12,19069,,,,29,13964,,,,25,324,,,,13,27108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,24-Jun-19,11:09:41,-99,,,,,,,,,,,,,,,,,,1,4,,4,1.9,-0.7,27.4095,-82.6603,,,0,27.3976,-82.6746,6/23/2019 13:37,NK,,,,,15,27,23440,,,,16,854,,,,23,23070,,,,3,15416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,25-Jun-19,0:01:11,-102,,,,,,,,,,,,,,,,,,1,4,,4,0.4,-1.3,27.3116,-82.5648,,,0,27.4053,-82.6776,6/24/2019 11:05,SR,,,,,15,5,10,,,,29,27209,,,,2,11182,,,,13,4942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,25-Jun-19,10:00:38,-103,,,,,,,,,,,,,,,,,,1,4,,4,0.4,-1.6,27.3229,-82.5722,,,0,27.4053,-82.6776,6/24/2019 11:05,SR,,,,,15,22,10146,,,39,26,30197,,,,16,3832,,,,3,16022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,25-Jun-19,11:10:51,-104,,,,,,,,,,,,,,,,,,1,4,,4,0.4,-0.9,27.3088,-82.5561,,,0,27.3964,-82.6548,6/24/2019 11:33,NK,,,,,15,26,10588,,,,16,29507,,,,23,7974,,,,31,1305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,25-Jun-19,17:00:20,-105,,,,,,,,,,,,,,,,,,1,8,4,4,0.2,-0.4,27.3415,-82.5923,,,0,27.3344,-82.5828,58:42.6,FastGPS,,,,,15,3,30417,,,,1,19633,,,,22,2814,,,,11,20149,,,,17,12302,,,,19,5342,,,,28,22084,,,,30,17926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,26-Jun-19,0:00:30,-106,,,,,,,,,,,,,,,,,,2,5,1,4,0.5,-1.4,27.3344,-82.5828,,,0,27.3082,-82.5401,07:08.5,FastGPS,,,,,15,2,13603,,,41,25,24322,,,,29,5385,,,,13,13732,,,,12,7036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,26-Jun-19,11:08:57,-108,,,,,,,,,,,,,,,,,,1,4,,4,1.1,-0.5,27.3082,-82.5401,,,0,27.3247,-82.5606,6/26/2019 11:37,SR,,,,,15,26,28757,,,43,27,7725,,,,16,16495,,,,23,3910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,26-Jun-19,17:00:34,-109,,,,,,,,,,,,,,,,,,1,7,3,4,0.7,-1.5,27.3448,-82.5977,,,0,27.3449,-82.5637,6/27/2019 11:10,SR,,,,,15,30,17126,,,,3,17480,,,,11,17702,,,,17,27308,,,,18,11028,,,,22,15152,,,,1,16758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,27-Jun-19,0:01:32,-111,,,,,,,,,,,,,,,,,,2,4,,4,1.4,-0.6,27.3272,-82.5676,,,0,27.3232,-82.5508,6/27/2019 21:43,NP,,,,,15,29,20465,,,43,5,29036,,,,25,21396,,,,2,16912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,27-Jun-19,11:09:06,-113,,,,,,,,,,,,,,,,,,3,6,2,4,1.2,-0.3,27.3394,-82.5828,,,0,27.3232,-82.5508,6/27/2019 21:43,NP,,,,,15,16,18428,,,43,27,27379,,,,3,29104,,,,26,27606,,,,23,23066,,,,22,28794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,27-Jun-19,17:00:29,-114,,,,,,,,,,,,,,,,,,2,5,1,4,1,-1.6,27.3441,-82.5958,,,0,27.3232,-82.5508,6/27/2019 21:43,NP,,,,,15,30,23900,,,43,3,10430,,,,11,23236,,,,22,1140,,,,1,21608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,28-Jun-19,0:00:05,-115,,,,,,,,,,,,,,,,,,3,6,,6,6.3,0.3,27.3098,-82.5597,,,0,27.3098,-82.5597,58:10.3,FastGPS,,,,,15,5,24267,,,46,13,28246,,,,2,15060,,,,25,16600,,,,12,30456,,,,15,22654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,28-Jun-19,11:10:19,-117,,,,,,,,,,,,,,,,,,1,4,,4,1.4,-0.8,27.3102,-82.5585,,,0,27.3098,-82.5597,58:10.3,FastGPS,,,,,15,31,15833,,,,23,446,,,,16,7864,,,,3,17488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,28-Jun-19,17:00:44,-118,,,,,,,,,,,,,,,,,,1,4,,4,0.2,-0.7,27.3423,-82.5931,,,0,27.3098,-82.5597,58:10.3,FastGPS,,,,,15,3,22085,,,,22,5170,,,,1,10888,,,,11,13513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,29-Jun-19,10:00:49,-122,,,,,,,,,,,,,,,,,,1,4,,4,0.3,0.1,27.4939,-82.6946,,,0,27.3423,-82.5931,58:45.3,FastGPS,,,,,15,26,15867,,,,3,17272,,,,22,29970,,,,16,25086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,29-Jun-19,17:00:11,-123,,,,,,,,,,,,,,,,,,2,6,,6,6.6,0.3,27.3454,-82.5982,,,0,27.3454,-82.5982,58:08.3,FastGPS,,,,,15,3,30176,,,42,11,4756,,,,30,7056,,,,19,11104,,,,17,29058,,,,28,18856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,1-Jul-19,0:00:16,-129,,,,,,,,,,,,,,,,,,1,4,,4,0.2,-0.4,27.3442,-82.5997,,,0,27.4421,-82.6612,7/1/2019 11:14,NP,,,,,15,5,6819,,,43,15,31535,,,,13,6604,,,,2,8330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,1-Jul-19,10:00:19,-131,,,,,,,,,,,,,,,,,,2,4,,4,0.3,0,27.4552,-82.6901,,,0,27.4421,-82.6612,7/1/2019 11:14,NP,,,,,15,31,23774,,,,3,20702,,,,14,1663,,,,16,3760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,1-Jul-19,17:00:05,-132,,,,,,,,,,,,,,,,,,1,5,,5,2.2,-0.1,27.345,-82.5972,,,0,27.345,-82.5972,57:52.9,FastGPS,,,,,15,1,7142,,,41,22,6087,,,,3,10484,,,,30,16653,,,,11,13734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,2-Jul-19,0:00:26,-133,,,,,,,,,,,,,,,,,,1,5,,5,1.5,-0.6,27.3301,-82.5837,,,0,27.3301,-82.5837,58:12.4,FastGPS,,,,,15,2,12680,,,41,5,7892,,,,13,15890,,,,15,18711,,,,29,22234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,3-Jul-19,10:01:14,-140,,,,,,,,,,,,,,,,,,3,5,,5,1.7,0.2,27.3605,-82.5708,,,0,27.3605,-82.5708,58:54.2,FastGPS,,,,,15,26,27850,,,44,16,1685,,,,3,9739,,,,22,13796,,,,31,14422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,3-Jul-19,17:02:47,-141,,,,,,,,,,,,,,,,,,1,4,,4,0.1,0.1,27.3157,-82.5637,,,0,27.3434,-82.5869,7/3/2019 11:06,NK,,,,,15,17,13191,,,,19,17458,,,,30,15420,,,,7,32106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,4-Jul-19,17:00:16,-146,,,,,,,,,,,,,,,,,,2,4,,4,0.6,0.4,27.3273,-82.5669,,,0,27.2623,-82.5543,58:58.2,FastGPS,,,,,15,30,22238,,,,17,26042,,,,19,31990,,,,1,7594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,5-Jul-19,10:01:27,-149,,,,,,,,,,,,,,,,,,1,4,,4,0.5,0.2,27.2623,-82.5543,,,0,27.3295,-82.554,7/5/2019 14:58,MC,,,,,15,26,29554,,,,16,16164,,,,31,24054,,,,3,18128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,6-Jul-19,17:00:16,-155,,,,,,,,,,,,,,,,,,1,4,,4,0.5,1,27.4138,-82.64,,,0,27.2973,-82.5846,59:41.5,FastGPS,,,,,15,6,15772,,,,19,10140,,,,17,28324,,,,28,29267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,7-Jul-19,0:02:18,-156,,,,,,,,,,,,,,,,,,2,4,,4,0.3,-0.5,27.2973,-82.5846,,,0,27.302,-82.5688,7/7/2019 11:00,SR,,,,,15,29,11738,,,,15,17453,,,,2,1758,,,,5,20198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,7-Jul-19,17:00:05,-160,,,,,,,,,,,,,,,,,,2,6,,6,4.2,0.6,27.3555,-82.6,,,0,27.3555,-82.6,57:25.6,FastGPS,,,,,15,6,14024,,,41,17,17282,,,,19,2819,,,,30,29828,,,,3,24582,,,,28,18940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,8-Jul-19,0:00:12,-161,,,,,,,,,,,,,,,,,,2,4,,4,0.5,-0.8,27.3883,-82.5793,,,0,27.3404,-82.5705,7/8/2019 11:32,NP,,,,,15,2,16716,,,41,13,8403,,,,15,5862,,,,29,28990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,8-Jul-19,10:00:09,-163,,,,,,,,,,,,,,,,,,2,4,,4,0.7,0.5,27.3272,-82.5875,,,0,27.3404,-82.5705,7/8/2019 11:32,NP,,,,,15,23,9186,,,,14,13394,,,,22,30677,,,,3,31918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,10-Jul-19,0:01:08,-170,,,,,,,,,,,,,,,,,,1,0,,0,,,,,,,0,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,10-Jul-19,10:01:14,-172,,,,,,,,,,,,,,,,,,2,4,,4,1.1,-1.2,27.326,-82.5494,,,0,27.3683,-82.6305,7/9/2019 11:18,NP,,,,,15,26,30034,,,,3,28738,,,,22,26923,,,,27,14445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,11-Jul-19,10:01:45,-177,,,,,,,,,,,,,,,,,,1,4,,4,2.4,-12.1,27.2362,-82.6259,,,0,27.3077,-82.5578,7/10/2019 11:06,NP,,,,,15,16,4514,,,,31,8686,,,,23,2270,,,,27,32518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,12-Jul-19,10:02:58,-181,,,,,,,,,,,,,,,,,,1,7,3,4,3,-0.9,27.5381,-82.7369,,,0,27.3441,-82.5826,7/11/2019 10:57,NP,,,,,15,23,3356,,,42,26,30254,,,,16,16419,,,,3,32262,,,,27,86,,,,31,18816,,,,22,30086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,14-Jul-19,17:01:13,-192,,,,,,,,,,,,,,,,,,1,6,,6,5.5,0.6,27.3138,-82.5489,,,0,27.3138,-82.5489,58:01.6,FastGPS,,,,,15,17,6404,,,43,28,27768,,,,3,16634,,,,19,16308,,,,24,610,,,,6,19378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,15-Jul-19,0:01:06,-193,,,,,,,,,,,,,,,,,,3,4,,4,0.2,0.1,27.2967,-82.5648,,,0,27.3138,-82.5489,58:01.6,FastGPS,,,,,15,13,30583,,,45,15,32065,,,,29,1810,,,,5,22194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,16-Jul-19,10:01:06,-199,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,0,,,,,,,,,15,3,23942,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,16-Jul-19,11:10:21,-200,,,,,,,,,,,,,,,,,,1,4,,4,0.2,0.3,27.3251,-82.5451,,,0,27.327,-82.5473,7/16/2019 11:17,SR,,,,,15,16,24694,,,,27,11423,,,,9,14149,,,,23,28428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,16-Jul-19,17:00:03,-201,,,,,,,,,,,,,,,,,,1,4,,4,0.3,0.4,27.3247,-82.5537,,,0,27.3208,-82.556,7/17/2019 11:29,NP,,,,,15,3,13448,,,,17,15273,,,,28,29384,,,,24,17727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,17-Jul-19,17:00:57,-205,,,,,,,,,,,,,,,,,,1,5,1,4,16.6,0.3,27.3186,-82.5536,,,0,27.3459,-82.6121,7/18/2019 11:34,NK,,,,,15,17,31396,,,46,19,16328,,,,24,6018,,,,3,19786,,,,28,6594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,18-Jul-19,0:00:06,-207,,,,,,,,,,,,,,,,,,1,4,,4,0.3,0.1,27.3301,-82.5467,,,0,27.3459,-82.6121,7/18/2019 11:34,NK,,,,,15,13,1114,,,,15,26408,,,,29,9380,,,,2,31530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,18-Jul-19,17:00:37,-210,,,,,,,,,,,,,,,,,,2,4,,4,0.1,0,27.3291,-82.5536,,,0,27.3459,-82.6121,7/18/2019 11:34,NK,,,,,15,6,17846,,,,3,5214,,,,22,30642,,,,19,11732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,19-Jul-19,17:00:44,-214,,,,,,,,,,,,,,,,,,1,4,,4,0.1,33.5,28.0469,-82.3646,,,0,27.3519,-82.6328,7/19/2019 11:21,SR,,,,,15,6,4697,,,,17,14610,,,,3,18566,,,,19,4024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,20-Jul-19,17:00:02,-219,,,,,,,,,,,,,,,,,,2,6,,6,6.9,0.2,27.3246,-82.5585,,,0,27.3246,-82.5585,56:23.2,FastGPS,,,,,15,17,15565,,,42,19,6771,,,,28,6902,,,,6,7519,,,,24,30674,,,,30,24838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,21-Jul-19,0:00:03,-220,,,,,,,,,,,,,,,,,,2,4,,4,0.2,-0.1,27.343,-82.5842,,,0,27.3246,-82.5585,56:23.2,FastGPS,,,,,15,29,21502,,,,20,17293,,,,15,25408,,,,5,18575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,21-Jul-19,11:09:00,-222,,,,,,,,,,,,,,,,,,1,4,,4,,,,,,,0,27.364,-82.6118,7/21/2019 13:43,MA,,,,,15,9,19840,,,,28,7343,,,,23,15928,,,,4,12022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,22-Jul-19,0:01:17,-225,,,,,,,,,,,,,,,,,,1,5,1,4,0.5,-0.5,27.3277,-82.5877,,,0,27.2872,-82.5558,7/22/2019 11:28,SR,,,,,15,29,14478,,,44,15,26324,,,,13,32276,,,,4,6793,,,,20,7318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,22-Jul-19,11:08:45,-227,,,,,,,,,,,,,,,,,,1,5,1,4,0.7,-0.6,27.2744,-82.5691,,,0,27.2872,-82.5558,7/22/2019 11:28,SR,,,,,15,8,3146,,,42,27,23978,,,,23,8436,,,,4,32619,,,,9,20824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,22-Jul-19,17:00:06,-228,,,,,,,,,,,,,,,,,,1,5,,5,7.5,-0.6,27.3185,-82.5679,,,0,27.3185,-82.5679,56:17.4,FastGPS,,,,,15,17,31044,,,41,24,16404,,,,28,7768,,,,3,6102,,,,2,22928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,23-Jul-19,0:01:36,-229,,,,,,,,,,,,,,,,,,2,4,,4,0.2,-0.3,27.2966,-82.5662,,,0,27.2872,-82.5558,7/22/2019 11:28,SR,,,,,15,29,4986,,,,13,21142,,,,5,10068,,,,20,22546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,23-Jul-19,10:01:24,-231,,,,,,,,,,,,,,,,,,1,5,1,4,1,-0.7,27.2882,-82.5665,,,0,27.2872,-82.5558,7/22/2019 11:28,SR,,,,,15,4,21710,,,43,9,14162,,,,27,29860,,,,16,10048,,,,23,13288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,23-Jul-19,11:09:15,-232,,,,,,,,,,,,,,,,,,1,4,,4,,,,,,,0,27.2872,-82.5558,7/22/2019 11:28,SR,,,,,15,23,6463,,,,9,29565,,,,27,28310,,,,4,26777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,24-Jul-19,0:00:22,-234,,,,,,,,,,,,,,,,,,1,4,,4,0.3,-0.3,27.4087,-82.6586,,,0,27.294,-82.5688,7/23/2019 10:59,SR,,,,,15,15,26698,,,,20,6574,,,,13,19897,,,,5,11460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,24-Jul-19,10:00:27,-236,,,,,,,,,,,,,,,,,,1,4,,4,,,,,,,0,27.294,-82.5688,7/23/2019 10:59,SR,,,,,15,9,5146,,,,27,11856,,,,23,27480,,,,4,31686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,24-Jul-19,11:09:43,-236,,,,,,,,,,,,,,,,,,1,4,,4,0.2,-0.3,27.3439,-82.5977,,,0,27.3097,-82.5592,57:13.2,FastGPS,,,,,15,9,16612,,,,16,5424,,,,27,4905,,,,8,3829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,24-Jul-19,17:00:16,-237,,,,,,,,,,,,,,,,,,1,4,,4,0.3,-0.3,27.3257,-82.5539,,,0,27.2999,-82.5402,7/25/2019 11:33,SR,,,,,15,17,6485,,,,19,5272,,,,6,32567,,,,28,31625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,25-Jul-19,0:01:12,-239,,,,,,,,,,,,,,,,,,2,4,,4,0.2,0.2,27.3097,-82.5592,,,0,27.2999,-82.5402,7/25/2019 11:33,SR,,,,,15,29,11694,,,,15,8252,,,,5,25083,,,,13,26022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,25-Jul-19,10:02:56,-240,,,,,,,,,,,,,,,,,,1,2,,2,,,,,,,0,,,,,,,,,15,23,10718,,,41,27,28744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,25-Jul-19,11:12:10,-241,,,,,,,,,,,,,,,,,,2,5,1,4,0.2,0.4,27.2951,-82.5529,,,0,27.2999,-82.5402,7/25/2019 11:33,SR,,,,,15,8,10938,,,45,27,21677,,,,28,32490,,,,23,764,,,,4,11672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,26-Jul-19,0:00:13,-243,,,,,,,,,,,,,,,,,,1,4,,4,0.2,-0.3,27.5242,-82.7439,,,0,27.2999,-82.5402,7/25/2019 11:33,SR,,,,,15,15,26254,,,43,20,10659,,,,13,6344,,,,29,23382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,26-Jul-19,17:00:25,-246,,,,,,,,,,,,,,,,,,1,4,,4,0.2,-0.5,27.3242,-82.552,,,0,27.303,-82.5486,7/26/2019 11:32,NK,,,,,15,28,22333,,,,3,8559,,,,19,18044,,,,17,16076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,27-Jul-19,0:00:02,-248,,,,,,,,,,,,,,,,,,4,4,,4,,,,,,,0,27.303,-82.5486,7/26/2019 11:32,NK,,,,,15,5,26358,,,,20,12155,,,,4,4129,,,,29,4975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,27-Jul-19,10:00:15,-250,,,,,,,,,,,,,,,,,,4,5,1,4,0.2,0.3,27.424,-82.6942,,,0,27.303,-82.5486,7/26/2019 11:32,NK,,,,,15,8,15875,,,40,26,30154,,,,9,24778,,,,16,7786,,,,23,12584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,27-Jul-19,11:09:35,-250,,,,,,,,,,,,,,,,,,2,7,1,6,5.8,-0.2,27.4245,-82.6993,,,0,27.4245,-82.6993,05:24.8,FastGPS,,,,,15,4,23211,,,41,16,10666,,,,27,3816,,,,28,14761,,,,9,8950,,,,8,7706,,,,23,15354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,27-Jul-19,17:00:44,-251,,,,,,,,,,,,,,,,,,1,5,,5,5.2,-0.1,27.3325,-82.5809,,,0,27.3325,-82.5809,56:32.9,FastGPS,,,,,15,3,671,,,43,24,5140,,,,28,17400,,,,2,22617,,,,19,25596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,28-Jul-19,11:12:28,-254,,,,,,,,,,,,,,,,,,2,4,,4,,,,,,,0,27.4282,-82.6986,7/27/2019 11:12,NP,,,,,15,23,25582,,,,27,12188,,,,4,27632,,,,28,29510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,28-Jul-19,17:00:27,-256,,,,,,,,,,,,,,,,,,1,4,,4,2,-0.2,27.3181,-82.5664,,,0,27.3126,-82.5507,7/29/2019 11:14,SR,,,,,15,28,4090,,,,3,17409,,,,19,22872,,,,9,17053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,29-Jul-19,17:00:23,-260,,,,,,,,,,,,,,,,,,1,4,,4,0.4,-0.5,27.3259,-82.5558,,,0,27.3126,-82.5507,7/29/2019 11:14,SR,,,,,15,17,5388,,,,2,19148,,,,6,23774,,,,19,11355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,30-Jul-19,10:00:15,-263,,,,,,,,,,,,,,,,,,1,4,,4,1,-0.9,27.3894,-82.6447,,,0,27.3217,-82.5536,56:15.4,FastGPS,,,,,15,8,21770,,,39,9,23497,,,,23,10248,,,,16,17164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,30-Jul-19,17:00:40,-265,,,,,,,,,,,,,,,,,,1,6,,6,6,0.4,27.3217,-82.5536,,,0,27.3217,-82.5536,56:15.4,FastGPS,,,,,15,17,21464,,,42,2,9704,,,,24,30204,,,,3,25942,,,,19,28668,,,,28,17690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,31-Jul-19,0:01:08,-266,,,,,,,,,,,,,,,,,,1,4,,4,,,,,,,0,27.3006,-82.5514,7/31/2019 11:52,SR,,,,,15,24,22634,,,,4,15304,,,,29,27848,,,,13,3374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179063,F266,31-Jul-19,17:00:04,-269,,,,,,,,,,,,,,,,,,1,4,,4,0.6,-0.4,27.3102,-82.5642,,,0,27.3315,-82.5769,8/1/2019 11:21,SR,,,,,15,2,26070,,,,28,18873,,,,6,12852,,,,19,7510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
